,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,distance
273,29.0,4.5,Fog,Low,2,Meal,scooter,0.0,No,,8.937860881520818
274,32.0,4.7,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,6047.919477618645
275,39.0,4.1,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,20.442929762531403
276,31.0,4.4,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,16.660108123674217
277,37.0,4.5,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,7.601385733220245
278,36.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,13.18376361285662
279,37.0,3.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20.856833724793514
280,,,Stormy,Jam,2,Meal,scooter,0.0,No,Urban,16612.239054612844
281,38.0,4.9,Cloudy,High,2,Snack,scooter,,No,Metropolitian,6.232373004458037
282,37.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,11.90486548690897
283,21.0,4.9,Fog,Low,2,Buffet,scooter,1.0,No,,13.682164847789554
284,35.0,4.9,Fog,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,4.469362226325186
285,22.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,13.406355455361123
286,28.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,3.073644028493284
287,39.0,4.0,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,20.20658151050987
288,29.0,4.5,Windy,Low,1,Snack,scooter,0.0,No,Urban,12.419724873014482
289,39.0,4.6,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,3.1048037112960913
290,25.0,4.9,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Urban,20.206316416484
291,34.0,5.0,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Urban,4.674151774158205
292,22.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,3.105369976638969
293,27.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,10.444390862039635
294,28.0,4.5,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,10.710903359460598
295,32.0,5.0,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,4.674393132344068
296,,,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,16.60127679032794
297,27.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,10.756697878907259
298,35.0,3.9,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,12.236561539327266
299,22.0,4.6,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,4.663658229525843
300,35.0,4.7,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,4.717601091654031
301,30.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,1.5148048925665334
302,39.0,4.8,Fog,High,2,Drinks,scooter,1.0,No,Urban,3.108988330546308
303,33.0,4.8,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,9.219905581297702
304,20.0,4.7,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,12.256687342364243
305,20.0,4.7,Fog,Medium,2,Buffet,motorcycle,0.0,No,Urban,4.717601091654031
306,34.0,4.2,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,9.32694086948928
307,22.0,4.7,Windy,Medium,0,Meal,motorcycle,,No,Metropolitian,10.88143182290501
308,37.0,4.3,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,2.9802493856658896
309,20.0,4.8,Cloudy,Low,1,Snack,motorcycle,1.0,No,Urban,1.5302594867794963
310,33.0,4.9,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,7.601614738376903
311,21.0,5.0,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,19.6609439476218
312,33.0,4.6,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,10.602417764169543
313,24.0,4.6,Windy,Medium,2,Snack,electric_scooter,0.0,No,Urban,12.419602040798763
314,36.0,4.7,Sandstorms,High,2,Meal,scooter,2.0,No,Metropolitian,3.1450674354101187
315,30.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,4.588898780410501
316,32.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,13.829931792707404
317,28.0,4.6,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,19.975808791440553
318,21.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,19.373745834957603
319,39.0,4.9,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,3.052706857839503
320,32.0,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,3.1048037112960913
321,20.0,4.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,9.178605956722741
322,,,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,4.717601091654031
323,36.0,5.0,Fog,Low,2,Meal,scooter,1.0,No,Urban,1.4901538782348211
324,28.0,4.8,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,3.1053645456860735
325,32.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,7.6612504538631265
326,39.0,4.4,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,17.076258901163584
327,30.0,4.7,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,16.721430138837476
328,32.0,4.4,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,6.128419378147772
329,23.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,13.610877575727713
330,21.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,No,,6.118630884362266
331,31.0,4.2,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,9.074342228950233
332,37.0,4.6,Stormy,High,2,Buffet,electric_scooter,1.0,No,Urban,3.0589506429001907
333,20.0,4.5,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,7.601870282602796
334,28.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,1.4899271618026915
335,22.0,4.9,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,1.554581660395558
336,20.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,9.219708855854169
337,34.0,4.8,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,19.618968653880124
338,38.0,4.8,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,6.209259881992308
339,,,,,3,Drinks,scooter,1.0,No,Metropolitian,20.182634488296788
340,32.0,4.5,Cloudy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,6.0362441968842395
341,34.0,4.9,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,16.853347148196544
342,33.0,3.9,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,13.612594236983208
343,34.0,4.5,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,3.0251443298722513
344,32.0,4.6,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,4.717601091654031
345,,,Sunny,Low,1,Drinks,scooter,2.0,Yes,Metropolitian,10.867434750740234
346,34.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,7.77252320049916
347,26.0,4.6,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,10.641436954878344
348,31.0,4.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,12.420692539734093
349,39.0,4.8,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,6.081185877665372
350,27.0,4.8,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,1.5725337265584898
351,32.0,5.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Urban,7.683355299985663
352,32.0,4.5,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,7.568033295727001
353,39.0,4.1,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,10.564540523636872
354,36.0,4.8,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,1.5323350129507805
355,37.0,4.1,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,4.657133018447811
356,37.0,4.8,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,9.054052949855325
357,38.0,3.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,16.853347148196544
358,28.0,4.7,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,3.018226485755646
359,34.0,3.8,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,16.852118690761422
360,32.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,17.074904296022552
361,22.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,8.937527873219437
362,31.0,4.0,Windy,Medium,0,Drinks,motorcycle,3.0,Yes,Metropolitian,13.620357163085172
363,27.0,4.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,12.43458552483367
364,29.0,4.9,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,17.137487720349842
365,38.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,9.348325936441572
366,35.0,4.8,Cloudy,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,7.601874226775547
367,31.0,4.9,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,4.657654936664735
368,30.0,4.3,Windy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,13.970007989630956
369,24.0,4.9,Fog,Medium,1,Snack,motorcycle,0.0,No,Urban,9.435201537103644
370,33.0,4.8,Stormy,Low,2,Drinks,motorcycle,0.0,No,Urban,13.830053479895493
371,29.0,4.6,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,10.278596687518453
372,38.0,4.6,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,6.117761953543783
373,26.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,9.05609596214784
374,39.0,4.8,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,6.29013467758336
375,24.0,4.5,Fog,Low,0,Snack,motorcycle,,No,Metropolitian,17.297865752893937
376,34.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,9.193093962383628
377,26.0,4.7,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,8.942954308288511
378,35.0,4.7,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,6.050551152414774
379,36.0,4.2,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,4.657579589250647
380,24.0,2.6,Sunny,Low,1,Drinks,motorcycle,1.0,Yes,Metropolitian,16.660108123674217
381,,,Sunny,Medium,0,Snack,motorcycle,0.0,No,Urban,11.007734763545226
382,33.0,4.3,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,16.826241648639858
383,26.0,4.6,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16.787888950821962
384,32.0,5.0,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,17.074256778776085
385,37.0,4.9,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,13.403654333926204
386,26.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,20.28540209885158
387,31.0,4.8,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,20.253518127456115
388,37.0,4.6,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Urban,13.970759660805674
389,26.0,4.7,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,16.82747277312784
390,37.0,4.8,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,4.537571349795331
391,22.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,20.442929762531403
392,21.0,4.4,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,4.560926277678764
393,22.0,4.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,1.5524082339641314
394,38.0,4.5,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,1.5524171485730924
395,28.0,4.0,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,6.208681983990208
396,29.0,4.7,Sandstorms,Jam,1,Meal,scooter,0.0,No,Urban,20.442929762531403
397,31.0,4.9,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,6.058919182241457
398,24.0,4.8,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,3.040570257919934
399,33.0,4.8,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,6.29013467758336
400,26.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,13.788957415835002
401,,,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,12.074377561824095
402,20.0,4.7,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,7.790401204125207
403,29.0,4.8,Windy,Low,1,Buffet,scooter,0.0,No,Urban,19.76238225553413
404,32.0,4.0,Windy,Medium,0,Buffet,motorcycle,3.0,Yes,Urban,10.86736612005452
405,20.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,16.65991730235705
406,26.0,5.0,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,Urban,10.867138301963886
407,38.0,4.8,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,16.721157280741494
408,34.0,4.6,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Urban,6.176576611902472
409,27.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,2.979500009128889
410,29.0,5.0,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,10.593374354298108
411,24.0,4.9,Windy,Jam,2,Drinks,motorcycle,1.0,No,Urban,19.76106632827338
412,21.0,4.9,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,1.5125847659544902
413,33.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,1.4651858085512635
414,35.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,9.055898607597594
415,35.0,4.7,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,12.464189804361935
416,,,,,3,Snack,scooter,1.0,No,Metropolitian,17744.205087171256
417,,,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,4.663432062116656
418,29.0,4.8,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,10.7073450402143
419,21.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,12.256076445503636
420,29.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,17.07893408947644
421,22.0,4.7,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,13.973206773195638
422,,,,,1,Drinks,scooter,0.0,No,Urban,6.217689154480999
423,24.0,4.4,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,11.904942935946266
424,23.0,4.9,Stormy,High,2,Snack,scooter,0.0,No,Metropolitian,1.554465957907003
425,27.0,4.6,Windy,High,2,Drinks,scooter,,No,Urban,1.5522933434725565
426,33.0,4.1,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,12.464528059484621
427,35.0,4.6,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,16.902495928528857
428,21.0,4.7,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,4.6743187600926355
429,39.0,4.4,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,13.969606427741528
430,34.0,4.8,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,7.761160094214897
431,29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,6.081389116626873
432,20.0,4.7,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,3.0597099620857606
433,20.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,11.007734763545226
434,30.0,4.7,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,9.054052949855325
435,37.0,4.7,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,19.087110814123832
436,39.0,4.6,Stormy,Jam,1,Drinks,motorcycle,1.0,No,,4.537860441962009
437,26.0,5.0,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,16.90384389382123
438,32.0,4.9,Cloudy,Medium,0,Meal,motorcycle,3.0,Yes,Urban,12.58026782216666
439,21.0,4.7,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,13.787860239228515
440,35.0,4.8,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,3.1051337360123803
441,39.0,4.6,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Urban,4.527261448815863
442,39.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20.183799025950687
443,27.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,10.924204661889789
444,33.0,4.8,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,4.656945385554083
445,33.0,4.8,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,19.97671211035263
446,37.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,10.86826311779086
447,20.0,4.6,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,3.1162536571204393
448,20.0,4.6,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Urban,12.58026782216666
449,31.0,4.2,Cloudy,Jam,1,Drinks,scooter,1.0,No,Urban,10.724879289285115
450,27.0,4.6,Sunny,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,3.1161417133993528
451,37.0,4.9,Fog,Medium,1,Drinks,scooter,0.0,No,Urban,7.573467822005023
452,34.0,4.4,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,7.762944133651041
453,25.0,4.7,Fog,Low,1,Snack,motorcycle,0.0,No,Urban,9.348114492110938
454,37.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,7.631511904033099
455,23.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,,10.923744985971144
456,27.0,5.0,Fog,High,0,Drinks,motorcycle,0.0,No,Metropolitian,6.217824017870779
457,36.0,4.7,Cloudy,Low,2,Snack,electric_scooter,0.0,No,Urban,3.0736184691855994
458,30.0,4.3,Windy,Jam,0,Snack,motorcycle,1.0,No,,20.853653606417506
459,20.0,4.9,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,1.5725337265584898
460,28.0,4.7,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,10.906379592916469
461,36.0,4.0,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,3.1450674354101187
462,20.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,7.761839422210533
463,22.0,4.7,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16.85361872983505
464,28.0,4.7,Sandstorms,Medium,1,Buffet,motorcycle,,No,Metropolitian,17.097073943158136
465,34.0,4.8,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,1.520292545960268
466,25.0,4.8,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,16.660108123674217
467,38.0,5.0,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,7.631520637793828
468,34.0,3.5,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,11.917680464440235
469,24.0,4.9,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,16.659979129044938
470,33.0,4.6,Windy,Jam,0,Snack,motorcycle,2.0,Yes,Urban,13.583086214990413
471,21.0,4.6,Stormy,High,1,Snack,scooter,1.0,No,Urban,3.027096858001169
472,25.0,4.6,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,9.081116432145537
473,23.0,4.9,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,6.058848944481087
474,34.0,4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,7.325299567430143
475,25.0,4.7,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,10.757050667084805
476,28.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,13.481328211163037
477,34.0,3.7,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,16.852086415653744
478,24.0,4.5,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,16.381598593351303
479,31.0,5.0,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,,9.31404419305753
480,38.0,4.6,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,9.17624749227049
481,32.0,4.8,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,13.216577965843507
482,28.0,5.0,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,13.735953712211494
483,29.0,4.5,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,13.406000552591557
484,28.0,4.8,Sandstorms,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,20.17774245119651
485,39.0,4.8,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,7.7718343024616505
486,39.0,4.8,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,11.007734763545226
487,26.0,4.8,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,3.0253327069320104
488,33.0,4.8,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,4.539068202863132
489,37.0,4.9,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,4.494246017700292
490,,,,,3,Drinks,scooter,0.0,No,Metropolitian,9.316238098212658
491,24.0,4.6,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,14.022476786509126
492,36.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,12.20991796420011
493,22.0,4.7,Fog,Medium,0,Snack,motorcycle,3.0,No,Metropolitian,13.631282080518357
494,21.0,4.6,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,4.610613704660406
495,29.0,5.0,Windy,Low,1,Buffet,scooter,,No,Urban,7.601368938169582
496,33.0,4.7,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,3.1051314783244868
497,27.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,3.018828464141016
498,,,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,19.97591692313727
499,30.0,4.2,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,10.641490945301157
500,22.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,12.58026782216666
501,20.0,4.9,Stormy,Medium,1,Drinks,scooter,1.0,No,Urban,10.906379592916469
502,31.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,10.867434750740234
503,36.0,4.6,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,4.5612679979759
504,39.0,4.9,Windy,Jam,0,Snack,motorcycle,2.0,No,Urban,11.917680464440235
505,32.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16.903235903501507
506,23.0,4.2,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,11.007734763545226
507,30.0,3.8,Windy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,12.161642370162129
508,26.0,4.7,Windy,Low,2,Meal,scooter,0.0,No,Urban,3.024996344268519
509,,,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,1.5545020816174304
510,21.0,4.9,Stormy,High,2,Buffet,motorcycle,0.0,No,Urban,1.5204319166910345
511,23.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,4.674341510836766
512,22.0,4.9,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,3.0405372424073813
513,39.0,4.5,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,4.5611524268689925
514,32.0,4.1,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,7.760937776564968
515,25.0,4.7,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,16.388699354704418
516,30.0,5.0,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,6.081440911711158
517,25.0,4.8,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,20.182482607606538
518,26.0,4.7,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,14.022136830347735
519,30.0,4.6,Windy,High,2,Snack,motorcycle,1.0,No,Urban,6.232177403627461
520,31.0,4.3,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,2.9765980941209325
521,33.0,4.8,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,12.10007905559032
522,20.0,5.0,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,9.17748463649513
523,36.0,4.3,Windy,Jam,1,Meal,scooter,1.0,No,Urban,20.20634489519143
524,20.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,13.789707457599059
525,,,,,3,Buffet,scooter,,No,Metropolitian,17118.828365904723
526,38.0,4.1,Sandstorms,Jam,2,Snack,scooter,2.0,No,Metropolitian,14.152800689506924
527,37.0,4.7,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,9.087937067701246
528,28.0,5.0,Fog,Jam,2,Buffet,scooter,2.0,No,Metropolitian,16.38489468674857
529,39.0,3.5,Cloudy,Low,2,Meal,motorcycle,0.0,No,Urban,12.419724873014482
530,31.0,4.0,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,12.293787311808362
531,30.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,7.683177078410288
532,27.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,13.621549892343618
533,30.0,4.9,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,7.660957436614773
534,29.0,4.5,Cloudy,Jam,2,Snack,scooter,1.0,No,Urban,20.183799025950687
535,35.0,4.5,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19.34348721744546
536,34.0,4.9,Windy,High,0,Snack,motorcycle,0.0,No,Metropolitian,3.025656084964716
537,37.0,4.8,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,12.463861441829819
538,34.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,4.4692230384129905
539,31.0,4.9,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,3.1450674354101187
540,23.0,4.1,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,9.220147515100315
541,29.0,4.7,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,7.562950099329029
542,20.0,4.9,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,3.1450674354101187
543,26.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,9.192119120992492
544,34.0,4.5,Cloudy,Jam,0,Snack,motorcycle,2.0,Yes,Urban,12.58026782216666
545,34.0,4.9,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,7.631520637793828
546,21.0,4.7,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,4.595940523632502
547,35.0,4.6,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,10.906470984750944
548,20.0,4.7,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,16.38432435965867
